title,snippet,link,position,date
AI和AI应用,"Oct 25, 2023 — 在全部以上八大类应用中，AI 被用于探索模式和数据中的关联关系以做出统计预测。每个应用都在以不同的方式使用这个根本属性。将机器学习的关联能力应用到 ...",https://www.china-cic.cn/Detail/15/208/5123,24,2024-11-02 19:50:00
《2023年AI应用市场洞察》- 2023年上半年下载量同比增长 ...,《2023年AI应用市场洞察》- 2023年上半年下载量同比增长114%，突破3亿次，超过2022年全年水平 · 2023年AI应用下载量急速攀升 · 全球超过50%AI应用内购收入来自美国市场.,https://sensortower.com/zh-CN/blog/state-of-ai-apps-2023-report-CN,25,2024-11-02 19:50:00
AI 应用实战课- 机器学习,极客时间推出的AI 应用实战课是帮助互联网从业者学习AI、AI应用、LangChain、机器学习、深度学习、AI算法、回归、分类、聚类、降维、大模型、LLM的在线课程， ...,https://time.geekbang.org/course/intro/100633001,26,2024-11-02 19:50:00
银行业生成式AI应用报告（2023）,银行业本就是最早应用传统人工智能技术的领域之一，如何借. 力新技术、加速数智化转型，构建差异化竞争力，是领导层当下必须深入思考的命题。对. 银行而言，生成式AI技术与传统 ...,https://web-assets.bcg.com/8c/45/dc4f572946c5a160f6a67963bfdf/china-generative-ai-in-banking.pdf,27,2024-11-02 19:50:00
十大AI应用领域：AI从未如此美好,"Jan 30, 2021 — 十大AI应用领域：AI从未如此美好 · 1、智慧安防. 据《2019－2023年智能安防行业深度市场调研及投资策略建议报告》显示，国内的安防市场在急剧增长，从12年的 ...",https://m.ofweek.com/ai/2021-01/ART-201721-8120-30484141.html,28,2024-11-02 19:50:00
100 个有意思的AI 应用| 资讯,"Nov 13, 2023 — 2）行业know-how 与大模型微调结合，各领域垂类应用层出不穷。金融领域有彭博的大模型以及开源模型FinGPT 等，针对财务分析、金融知识问答以及债券、加密货币 ...",http://cbdio.com/BigData/2023-11/13/content_6175625.htm,29,2024-11-02 19:50:00
AI 应用创业者自述：我们是怎么从大厂夹缝里抢流量的,01 起于SEO搜索，长于KOL种草，大于生态裂变 ... 流量只有免费和付费两种，对于AI创业团队来说，最关键的是能不能拿到免费流量。 从我们的产品歌歌AI来说，我们是一款文生音乐产品 ...,https://www.woshipm.com/aigc/6121946.html,30,2024-11-02 19:50:00
AI人必看！外媒总结最佳AI应用，你用过几个？,"May 16, 2023 — AI人必看！外媒总结最佳AI应用，你用过几个？ · 1.ChatGPT. Chat GPT聊天由美国人工智能公司OPEN AI开发，现在被视为人工智能革命的引擎。 · 2.DALL-E2 · 3.",https://www.163.com/dy/article/I4STAMNT0511A7M2.html,31,2024-11-02 19:50:00
Dify.AI · 生成式AI 应用创新引擎,通过自主可控的方式安全接入企业内部知识库，将企业多年沉淀的业务数据，快速转换成智能的搜索或问答服务，可深度集成到企业的IM 和工作流中，全面提升客户服务和内部办公效率 ...,https://dify.ai/zh,32,2024-11-02 19:50:00
人工智能在生活中有哪些应用？12个例子,"Apr 23, 2023 — 人工智能(AI) 越来越受欢迎，不难看出原因。 人工智能有可能以多种不同的方式应用，从烹饪到医疗保健。 虽然人工智能在今天可能是一个流行词， ...",https://www.blueocean-china.net/faq1/371.html,33,2024-11-02 19:50:00
人工智能(AI) 解决方案,人工智能(AI) 无疑是当今时代的重大颠覆性技术。过去只有在科幻小说中才有可能实现的突破，如今已经成为可以应用于特定任务和整个流程的真正的AI 工具。,https://www.ibm.com/cn-zh/artificial-intelligence,34,2024-11-02 19:50:00
AI工具集官网| 1000+ AI工具集合，国内外AI工具集导航大全,AI工具集官网收录了国内外数百个AI工具，该导航网站包括AI写作工具、AI图像生成和背景移除、AI视频制作、AI音频转录、AI辅助编程、AI音乐生成、AI绘画设计、AI对话聊天 ...,https://ai-bot.cn/,35,2024-11-02 19:50:00
百度智能云千帆AI原生应用商店-释放AI时代生产力,精选众多AI原生应用，依托前沿的大模型能力，为企业与优秀AI应用搭建桥梁，推动企业业务增长和创新发展.,https://qianfanmarket.baidu.com/,36,2024-11-02 19:50:00
AI 在企业中的12个主流应用案例,"Sep 27, 2023 — AI 在企业中的12个主流应用案例 · 1. 云定价优化. 为了降低云计算成本并寻找运行云应用程序的经济高效方法，许多企业正在借助AI。 · 2. 语音助手、聊天 ...",https://www.sohu.com/a/724022119_121086754,37,2024-11-02 19:50:00
AI是什么？人工智能的相关概念以及应用,"Jan 8, 2024 — 在当今科技迅速发展的时代，人工智能（Artificial Intelligence，简称AI）已成为一个家喻户晓的概念。本文旨在为刚接触AI的新手提供一个基本的理解， ...",https://tzzdq.com/1569/,38,2024-11-02 19:50:00
全球生成式AI 应用全景图行业深度分析,"Sep 6, 2023 — AI 助手（Copilot）同样得. 到了广泛应用，而未来在金融、医疗、工业等领域，最具前景的应用来自于数. 据分析和知识洞察（Insight）工具。同时，目前各行业头部 ...",https://pdf.dfcfw.com/pdf/H3_AP202309071598009831_1.pdf?1694093993000.pdf,39,2024-11-02 19:50:00
AI应用实例分析| 专题,人人都是产品经理致力为产品新人、产品经理等广大产品爱好者打造一个良好的学习交流平台。深度剖析国内外互联网业内动态，分享产品设计、交互设计、视觉设计、用户体验 ...,https://www.woshipm.com/topic/ai-2,40,2024-11-02 19:50:00
金融AI赋能传统金融机构的应用与展望| 德勤中国,"Sep 5, 2023 — 近年来，随着人工智能（AI）与各行各业的快速融合，传统金融机构正在积极进行数字化转型。这种转型从最初的基本能力探索，逐步延伸到细分领域的深度垂直 ...",https://www2.deloitte.com/cn/zh/pages/financial-services/articles/AI-in-traditional-financial-insititution.html,41,2024-11-02 19:50:00
什么是人工智能（AI）？,人工智能的目标是创建从数据中获取意义的自我学习系统。然后，人工智能可以应用这些知识以类似人类的方式解决新问题。例如，人工智能技术可以对人类对话做出有意义 ...,https://aws.amazon.com/cn/what-is/artificial-intelligence/,42,2024-11-02 19:50:00
零一万物-AI2.0大模型技术和应用的全球公司,AI 2.0 时代将诞生比移动互联网大十倍的平台机会，将把既有的软件、使用界面和应用重写一次，改写用户的交互和入口。 我们预测.,https://www.lingyiwanwu.com/,43,2024-11-02 19:50:00
AI原生应用引擎- aPaaS_华为云,AI原生应用引擎是AI原生应用的一站式服务平台，其从应用视角使能企业选好、用好、管好大模型，支撑AI应用创新。,https://www.huaweicloud.com/about/apaas/wiseagent.html,44,2024-11-02 19:50:00
ai 軟體- ai 應用- Chrome 应用商店,"May 27, 2024 — 革新网站开发   深入了解无代码AI 平台的世界，轻松创建网站。 AI 网站构建工具简化流程，使其适用于所有人。 选择最佳的AI 网站构建工具，打造令人惊叹 ...",https://chromewebstore.google.com/detail/ai-%E8%BB%9F%E9%AB%94-ai-%E6%87%89%E7%94%A8/cklkofkblkhoafccongdmdpeocoeaeof?hl=zh-CN,45,2024-11-02 19:50:00
AI 在银行业中的应用,"Jan 3, 2024 — 培训和调优. 在银行业有效使用AI 需要可靠的基础模型和开发新模型的能力。这就离不开一个可以根据需要访问和修改的基础模型存储库。此外，用于训练这些模型 ...",https://www.redhat.com/zh/topics/ai/ai-in-banking,46,2024-11-02 19:50:00
IBM AI 参考架构及其在金融行业的应用,如果说传统的计算机程序是由人来定义执行逻辑，传统的统计分析是由人根据经验来设. 定各种规则模型，更多依赖于专家的经验和判断，是“人主导”的；新一代的人工智能（AI）. 应用 ...,https://www.ibm.com/it-infrastructure/cn-zh/assets/pdf/storage/IBM_AI_reference_architecture_and_its_applications_in_the_financial_industry.pdf,47,2024-11-02 19:50:00
面向开发者的AI 解决方案,使用先进的AI 模型和开源机器学习工具。探索旨在简化应用和Web 开发工作的Google AI 解决方案。,https://developers.google.com/focus/ai-development?hl=zh-cn,48,2024-11-02 19:50:00
AI应用与工具大全,"Dec 7, 2022 — ShowMeAI是人工智能领域的资料库和学习社区，覆盖Python、数据科学、机器学习、深度学习、自然语言处理、计算机视觉等方向。我们为学习、求职、项目 ...",https://www.showmeai.tech/tutorials/85,49,2024-11-02 19:50:00
一文盘点2023年度最热AI应用！【内附工具汇总文档】,回顾AI技术的突破与最新进展，预见它们将如何继续影响我们的世界。,https://www.digitaling.com/articles/1028558.html,50,2024-11-02 19:50:00
【AI原生】AI原生应用概念,AI原生应用是指在设计、开发、部署、运营和维护过程中，具有内在安全、可信的AI能力应用，其中AI是功能的自然组成部分。 实现一个AI原生应用的过程，往往需要利用数据驱动和 ...,https://cloud.baidu.com/qianfandev/topic/267191,51,2024-11-02 19:50:00
人工智能(AI) 的应用,人工智能(AI) 应用是指使用AI 技术执行特定任务的软件程序。这些任务既包括简单的重复性任务，也包括需要类似人类智慧的复杂认知性任务。 AI 应用在各行各业（包括医疗 ...,https://cloud.google.com/discover/ai-applications?hl=zh-CN,0,2024-11-02 19:50:03
一文看懂：人工智能应用有哪些？AI/ML 用例盘点,"Oct 23, 2023 — 制造业的AI/ML 用例 · 机器人： 越来越多的工厂和制造中心开始普及安装工业机器人，以减轻包裹分拣和搬运重型机械等重复或危险任务给人类带来的负担。",https://www.redhat.com/zh/topics/cloud-computing/ai-ml-use-cases,1,2024-11-02 19:50:03
10 款最佳人工智能应用（2024 年XNUMX 月）,"Oct 1, 2024 — 10 款最佳人工智能应用（2024 年XNUMX 月） · 1. Photoleap由Lightricks · 2. 穆尔夫 · 3. Jasper · 4. Synthesia · 5. Trint · 6. InVideo · 7. Otter.ai.",https://www.unite.ai/zh-CN/10-%E4%B8%AA%E6%9C%80%E4%BD%B3%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%BA%94%E7%94%A8/,2,2024-11-02 19:50:03
人工智能的应用八大领域及影响,"Jul 15, 2022 — 人工智能的应用八大领域及影响 · 1、医疗保健. 这是其中一个最重要的领域，AI在医疗领域造成了深远影响。 · 2、汽车. 人工智能被用来制造自动驾驶汽车。",https://www.corerain.com/industry-highlights/483.html,3,2024-11-02 19:50:03
人工智能与商业应用| 德勤中国| 信息技术咨询,1. 人工智能应用领域​ 人工智能有三大主要应用领域：认知自动化，认知参与和认知洞察力。 在这一领域，人工智能的主要领域是机器学习，机器人流程自动化（RPA），和其他能 ...,https://www2.deloitte.com/cn/zh/pages/innovation/articles/ai-and-you.html,4,2024-11-02 19:50:03
AI应用有哪些？盘点10个常见的AI应用领域,博思白板boardmix · AI聊天软件：NewBing · AI写作软件：Jasper.ai · AI翻译软件：Deepl · AI绘画软件：Midjourney · AI音频生成器：Murf · AI视频生成器：sora · 全部场景.,https://boardmix.cn/article/what-are-the-application-fields-of-ai/,5,2024-11-02 19:50:03
什么是人工智能(AI)？,人工智能(AI) 是一组技术，使计算机能够执行各种高级功能，包括视觉分析、理解和翻译口语和书面语言、分析数据、提出建议等。 AI 是现代计算创新的支柱，可为个人和企业 ...,https://cloud.google.com/learn/what-is-artificial-intelligence?hl=zh-CN,6,2024-11-02 19:50:03
10款最佳人工智能应用,"Jul 30, 2024 — 10款最佳人工智能应用 · 1. Photoleap由Lightricks设计 · 2. Murf · 3. Jasper · 4. Synthesia · 5. Trint · 6. InVideo · 7. · 8. Speechify.",https://www.snowbeasts.com/blog/details/753,7,2024-11-02 19:50:03
人工智能在生活中有哪些应用？12个例子,"Apr 23, 2023 — 人工智能在生活中有哪些应用？12个例子 · 1.自动驾驶汽车. 他们通过使用大量传感器数据、学习如何处理交通和做出实时决策来工作并继续前进。 · 2.智能助手.",https://www.blueocean-china.net/faq1/371.html,8,2024-11-02 19:50:03
什么是人工智能(AI)，人工智能的重要性何在,人工智能在自然语言处理(NLP) 和计算机视觉(CV) 等应用领域的进步正在帮助金融服务、医疗保健和汽车等行业加速创新、改善客户体验，同时降低成本。,https://www.netapp.com/zh-hans/artificial-intelligence/what-is-artificial-intelligence/,9,2024-11-02 19:50:03
人工智能的应用与趋势,"2023-08-31可穿戴设备实现“轻点手腕即可导航”. 使用该设备在城市街道中导航。美国莱斯大学科学家开发了一种基于织物的可穿戴设备,可用加压空气“敲击”用户的手腕，无声地帮助 ...",https://www.ncsti.gov.cn/kjdt/ztbd/rgzndyyyqs/,10,2024-11-02 19:50:03
人工智能–它是什么，它为什么重要,人工智能(AI) 让机器可以从经验中学习，适应新的输入并像人一样完成任务。您今天所听说到的大多数AI 示例–从下国际象棋的计算机到自动驾驶汽车–都十分依赖深度学习和 ...,https://www.sas.com/zh_cn/insights/analytics/what-is-artificial-intelligence.html,11,2024-11-02 19:50:03
什么是智能应用？,"Jun 24, 2024 — 智能应用通过将AI 应用于特定的业务问题，并利用数据来高效地解决问题。这些基于数据、由AI 驱动的应用能够自动执行常规任务，从而减少容易出错的人工操作。",https://www.redhat.com/zh/topics/ai/what-are-intelligent-applications,12,2024-11-02 19:50:03
人工智能在日常生活中的十大应用,人工智能在日常生活中的十大应用 · 电子邮件. 一般来说，电子邮件供应商会使用人工智能算法来过滤垃圾邮件。 · 手机. 人工智能将智能手机上的许多功能都自动化了，从文本常用 ...,https://www.aiplusmall.com/informations/top-ten-applications-of-artificial-intelligence-in-everyday-life,13,2024-11-02 19:50:03
人工智能在各个领域的应用案例,"Sep 26, 2022 — 人工智能在13个领域的应用案例：个性化网购、智能汽车、营销、图像、社交媒体、监控、农业、客户服务、游戏、医疗保健、银行、智能家居、太空探索.",https://fuxi.163.com/database/39,14,2024-11-02 19:50:03
AI应用商店（人工智能APP安卓和iOS免费下载）,ChatGPT APP. OpenAI推出的AI聊天机器人和智能对话工具 ; 智谱清言APP. 智谱AI推出的智能对话应用，基于ChatGLM大模型 ; 豆包APP. 字节跳动推出的AI聊天机器人 ; Kimi智能助手 ...,https://ai-bot.cn/ai-app-store/,15,2024-11-02 19:50:03
为什么说目前人工智能主要应用在这七个领域？,对于当下人工智能的应用领域领域，我们可以看到由于相关专利数目影响、实际应用场景受限以及可选择领域不多等原因，目前人工智能的主要应用还是集中在个人助理、安防、自驾 ...,https://developer.aliyun.com/article/178605,16,2024-11-02 19:50:03
科技部等六部门关于印发《关于加快场景创新以人工智能高 ...,"Aug 12, 2022 — 鼓励在制造、农业、物流、金融、商务、家居等重点行业深入挖掘人工智能技术应用场景，促进智能经济高端高效发展。制造领域优先探索工业大脑、机器人协助 ...",https://www.gov.cn/zhengce/zhengceku/2022-08/12/content_5705154.htm,17,2024-11-02 19:50:03
企业人工智能应用现状分析（第二版）,这些企业缺少人工智能. 研究人员和程序员，同时也需组建业务领导团队，以确定最佳应用方案。为建立该等人才队伍，各企业开始着. 手培训现有员工，但许多企业认为有必要吸收新型 ...,https://www2.deloitte.com/content/dam/Deloitte/cn/Documents/technology/deloitte-cn-tech-state-of-ai-in-the-enterprise-2nd-edition-zh-190122.pdf,18,2024-11-02 19:50:03
人工智能如何应用于商业？,"Dec 22, 2023 — 销售预测和优化：. 人工智能还可以帮助公司预测未来可能发生的事情。使用AI 的企业销售额比其他企业高73%。例如，人工智能可以帮助公司了解人们下一步可能会 ...",https://engage-ai.co/zh-CN/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%B8%9A%E5%8A%A1/,19,2024-11-02 19:50:03
人工智能技术应用的领域主要有哪些？,人工智能技术应用的细分领域：深度学习、计算机视觉、智能机器人、虚拟个人助理、自然语言处理—语音识别、自然语言处理—通用、实时语音翻译、情境感知计算、手势控制、视觉 ...,https://cloud.tencent.com/developer/article/1781500,20,2024-11-02 19:50:03
人工智能在日常生活中的10种用途,"Jan 20, 2023 — 1. 语音助手：智能手机或智能家居设备上的语音助手由人工智能提供支持。 · 2. 智能家居设备：借助人工智能，智能恒温器可以自动调节家中的HVAC系统，而摄像头则 ...",https://www.sohu.com/a/632653367_121124378,21,2024-11-02 19:50:03
人工智能- 维基百科，自由的百科全书,人工智能（英语：artificial intelligence，缩写为AI），亦称机器智能，指由人制造出来的机器所表现出来的智能。通常人工智能是指用普通计算机程序来呈现人类智能的技术。,https://zh.wikipedia.org/zh-cn/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD,22,2024-11-02 19:50:03
什么是人工智能（AI）？,现代组织从各种来源收集大量数据，例如智能传感器、人工生成的内容、监控工具和系统日志。人工智能的目标是创建从数据中获取意义的自我学习系统。然后，人工智能可以应用这些 ...,https://aws.amazon.com/cn/what-is/artificial-intelligence/,23,2024-11-02 19:50:03
人工智能| 应用| 三星半导体官网,人工智能可以像人一样识别周围的环境或物体。 图像识别和语音识别是目前发展较快的两个领域。 图像识别系统不仅可以识别物体和面部表情，现已发展到可快速识别隐藏背景和 ...,https://semiconductor.samsung.com/cn/applications/ai/,24,2024-11-02 19:50:03
什么是人工智能？| 人工智能| 商业AI,人工智能(AI) 是一种让机器能够以类人方式学习和执行任务，从而成功实现目标的技术。了解人工智能技术在商业中的应用。,https://www.sap.cn/products/artificial-intelligence/what-is-artificial-intelligence.html,25,2024-11-02 19:50:03
数据科学与人工智能– 领域之间的区别,数据科学涉及分析数据，从而确定潜在模式和兴趣点以进行预测。应用数据科学采用数据分析中使用的模型和方法，并将其应用于现实情况中的新数据，得出概率输出。,https://aws.amazon.com/cn/compare/the-difference-between-data-science-and-ai/,26,2024-11-02 19:50:03
AI 在医疗保健和医学领域的应用,对于诊断和治疗计划，AI 正在改变游戏规则。使用AI 的医生可以以惊人的速度和准确性分析MRI 扫描和活检图像。但这仅仅是开始。使用AI 的医生还可以鉴别医学成像中的关键发现 ...,https://www.netapp.com/zh-hans/artificial-intelligence/ai-in-medicine/,27,2024-11-02 19:50:03
你知道AI技术的应用场景有哪些？ - 大模型知识库,"Apr 11, 2024 — 在医疗领域，AI的应用也非常显著，特别是在疾病诊治方面，如基于深度学习的医学影像分析技术，可以帮助医生提高诊断效率和精度。 在企业中，AI的应用案例包括云 ...",https://53ai.com/news/qianyanjishu/653.html,28,2024-11-02 19:50:03
人工智能应用,人工智能应用（Applications of artificial intelligence）的范围很广，包括：计算机科学，金融贸易，医药，诊断，重工业，运输，远程通讯，在线和电话服务，法律，科学发现， ...,https://baike.baidu.com/item/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%BA%94%E7%94%A8/12575492,29,2024-11-02 19:50:03
什么是人工智能（AI）？,图像识别又称机器视觉或计算机视觉，是一种人工智能，可对移动或静止图像中出现的人物、物体、文本、动作和文字进行分类和识别。图像识别通常由深度神经网络驱动，可应用于 ...,https://www.opentext.com/zh-cn/what-is/artificial-intelligence,30,2024-11-02 19:50:03
人工智能的典型应用,人工智能的典型应用包括 语音识别、 自然语言处理、计算机视觉、机器学习、深度学习等。这些技术在各个领域都有着广泛的应用，为人们的生活带来了诸多便利。,https://www.huaweicloud.com/zhishi/smart-18551124.html,31,2024-11-02 19:50:03
AI、人工智能、AI 技术、应用程序,要充分利用AI，就不能像其他人一样使用AI。 而是要更好地发挥AI 的潜力。 人工智能(AI) 将彻底改变您在全球范围内以任何语言创建、管理、翻译和理解内容的方式。 我们先进且 ...,https://www.rws.com/cn/artificial-intelligence/,32,2024-11-02 19:50:03
麦肯锡人工智能报告：5个行业34个AI应用场景,调查发现，在AI应用方面领先的行业，如高科技、电信和汽车等，也是数字化程度最高的行业。同样，所有早期应用AI技术的企业都已在包括云基础架构和大数据的数字化能力方面进行了 ...,https://www.ctocio.com/bigdata/ai/25086.html,33,2024-11-02 19:50:03
目前人工智能的主要应用领域有哪些？,"Jul 5, 2024 — 目前人工智能的主要应用领域包括智能制造、医疗健康、金融科技、智慧城市、教育与培训、零售与电子商务、农业与环境保护等。",https://m.zpedu.com/it/ai/24758.html,34,2024-11-02 19:50:03
什么是人工智能？人工智能的应用场景有哪些 - 海鲸Code,"Apr 5, 2024 — 什么是人工智能？人工智能的应用场景有哪些 · 人工智能的应用范围极为广泛，几乎触及生活的每个领域。 · ✨AI写作：海鲸AI写作工具基于深度学习和自然语言处理 ...",https://www.atalk-ai.com/talk/newsDetail/what-is-ai,35,2024-11-02 19:50:03
人工智能的发展及应用,by 李晓理 · 2020 · Cited by 23 — Development and Application of Artificial Intelligence · 摘要: 为了更好地了解人工智能最新发展状况，从多个方面对人工智能进行分析和介绍. · 人工智能是研究、开发用于 ...,https://journal.bjut.edu.cn/bjgydxxb/cn/article/id/8be42b29-98cb-4549-9c29-c2f4816aff55,36,2024-11-02 19:50:03
人工智能的应用与趋势,迄今最大规模调查预测：人工智能导致人类灭绝可能性为5% · 马斯克宣称： 首位脑机接口设备植入者能用意念控制鼠标 · 使用光而不是电来执行运算新型芯片开启光速AI计算之门.,https://www.ncsti.gov.cn/kjdt/ztbd/rgzn/index.html,37,2024-11-02 19:50:03
人工智能在医疗领域的应用和准入 - 中国卫生政策研究,by 蒋璐伊 · 2018 · Cited by 7 — 相较于临床医生的漫长培养周期，医疗人工智能一旦实现机器看病，就能以较少的成本在社区及医院迅速铺开，弥补当前人力资源不足的问题。此外，医疗人工智能可以实现持续监测， ...,http://journal.healthpolicy.cn/html/20181114.htm,38,2024-11-02 19:50:03
Category:人工智能应用,A · 阿基纳多 · AlphaFold · AlphaGo · AlphaGo Zero · AlphaZero · Apple Intelligence · AQ (圍棋軟體). B. BLOOM ...,https://zh.wikipedia.org/wiki/Category:%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%BA%94%E7%94%A8,39,2024-11-02 19:50:03
15个惊人的AI现实应用,"May 30, 2024 — 15个惊人的AI现实应用 · 1. 医疗保健. 今年，人工智能通过改进诊断、实现个性化医疗、加速药物发现和增强远程医疗，在医疗保健领域取得了重大进展。 · 2.",https://www.snowbeasts.com/blog/details/637,40,2024-11-02 19:50:03
AI应用控- 最全的AI App集合,Appkon是中国最大的AI应用市场，提供国内外精选的数千个AI应用下载和服务导览，包括ChatGPT等AI聊天工具，Jasper等AI写作应用，MidJourney等AI图片生成应用，Copilot等AI ...,http://tools.appkon.com/,41,2024-11-02 19:50:03
最全AI产业应用白皮书，八大应用领域完全拆解,"Dec 30, 2018 — 军用无人机主要应用有侦查、电子对抗、无人战斗机等， 工业无人机主要应用于农业植保、电力巡检、警用执法、地质勘探、环境监测、森林防火等领域，消费无人 ...",https://m.jiemian.com/article/2754180.html,42,2024-11-02 19:50:03
人工智能：现状、层次结构与应用前景,"Oct 12, 2024 — 人工智能不仅涵盖了机器学习、深度学习等领域，还涉及计算机视觉、语音处理、自然语言处理等多个应用场景。随着技术的进步和计算能力的提升，人工智能的应用 ...",https://www.processon.com/knowledge/aioverview,43,2024-11-02 19:50:03
什么是人工智能(AI)？,NLP 工具可以理解人类的语音，并对他们听到的内容做出反应。预测分析应用于需求响应、库存和网络优化、预防性维护和数字化制造。搜索和模式识别算法（不再只是预测性 ...,https://www.ibm.com/cn-zh/topics/artificial-intelligence,44,2024-11-02 19:50:03
金融MBA2020级| 人工智能在金融场景中的应用综述,"Sep 27, 2021 — 人工智能应用于金融监管与合规领域时，一方面是定位于提升传统金融业态监管中提高效率并降低监管成本（如反洗钱，反欺诈，KYC等）；另一方面也针对伴随新技术 ...",http://fmba.pbcsf.tsinghua.edu.cn/info/1027/1182.htm,45,2024-11-02 19:50:03
2020年人工智能（AI）十大趋势应用,"Jun 2, 2020 — 2020年人工智能（AI）十大趋势应用 · 人工智能在医疗行业的应用 · 人工智能在航空业中的应用 · 人工智能在金融技术中的应用 · 人工智能在商业中的应用.",https://www.51cto.com/article/617898.html,46,2024-11-02 19:50:03
从家到工作：生活各个方面的人工智能应用,"Dec 13, 2023 — 人工智能正在显著改变教育行业，简化行政任务。人工智能现在可以自动化诸如评分、考勤跟踪和排课等日常任务，让教育者能够更多地专注于教学，而不是文书工作 ...",https://jenni.ai/zh/artificial-intelligence/uses-for-specific-needs,47,2024-11-02 19:50:03
十大AI应用领域：AI从未如此美好,"Jan 30, 2021 — 十大AI应用领域：AI从未如此美好 · 1、智慧安防. 据《2019－2023年智能安防行业深度市场调研及投资策略建议报告》显示，国内的安防市场在急剧增长，从12年的 ...",https://m.ofweek.com/ai/2021-01/ART-201721-8120-30484141.html,48,2024-11-02 19:50:03
人工智能应用基础,isee-ai.cn/~zhwshi/. 中山大学. 机器智能与先进计算. 教育部重点实验室. 中山大学计算机学院研究生人工智能应用基础系列课程. 声明：该PPT只供非商业使用，也不可视为任何 ...,https://csai-sysu.net/aicourse/HTML/sources/pdfs/1.%20%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%A6%82%E8%BF%B0.pdf,49,2024-11-02 19:50:03
人工智能应用场景分析报告,3. 金融服务行业在金融行业，人工智能主要应用于风险管理、欺诈检测、自动化交易和客户服务优化等方面。AI系统可以分析大量历史交易数据，帮助银行和金融机构识别潜在的欺诈 ...,https://www.webpilot.ai/writeDetail/beaf0160-7fb5-4079-a6ff-e98d9564182b,50,2024-11-02 19:50:03
19个人工智能（AI）热门应用领域，你知道多少？,"Aug 24, 2018 — 19个人工智能（AI）热门应用领域，你知道多少？ · (一)自然语言生成(Natural Language Generation) · (二)语音识别(Speech Recognition) · (三)虚拟助理( ...",http://www.ciep.gov.cn/content/2018-08/24/content_23266878.htm,51,2024-11-02 19:50:03
什么是人工智能？ | 数据科学| NVIDIA 术语表 - 英伟达,应用程序编程接口（简称API）等众多不断发展的技术推动AI 广泛应用。借助这些本质上高度便携的代码包，开发者和数据科学家可以将AI 功能打包到当前产品和服务中，从而提升现 ...,https://www.nvidia.cn/glossary/data-science/artificial-intelligence/,52,2024-11-02 19:50:03
AI是什么？人工智能的相关概念以及应用,"Jan 8, 2024 — 在当今科技迅速发展的时代，人工智能（Artificial Intelligence，简称AI）已成为一个家喻户晓的概念。本文旨在为刚接触AI的新手提供一个基本的理解， ...",https://tzzdq.com/1569/,53,2024-11-02 19:50:03
人工智能在日常生活中的作用：从家庭到工作,"Dec 11, 2023 — 人工智能从无人理解的事物迅速发展到几乎人人都会使用的日常应用，这真正证明了技术的进步，以及我们作为人类快速采用新工具和技术来改善我们的职业和个人 ...",https://undetectable.ai/blog/zh/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%9C%A8%E6%97%A5%E5%B8%B8%E7%94%9F%E6%B4%BB%E4%B8%AD%E7%9A%84%E5%BA%94%E7%94%A8/,54,2024-11-02 19:50:03
人工智能的有哪些主要应用领域,"Nov 15, 2021 — 人工智能的主要应用领域有：1、强化学习领域；2、生成模型领域；3、记忆网络领域；4、数据学习领域；5、仿真环境领域；6、医疗技术领域；7、教育领域；8、物流 ...",https://m.36kr.com/p/1486941557834113,55,2024-11-02 19:50:03
人工智能的7大应用模式,"Sep 18, 2019 — 人工智能的7大应用模式 ... 从自动驾驶汽车、预测分析应用程序、人脸识别，到聊天机器人、虚拟助手、认知自动化和欺诈检测，人工智能的用例很多。然而，不管AI ...",https://www.forbeschina.com/technology/44331,56,2024-11-02 19:50:03
人工智能发展及应用前景的探讨,"随着科技的不断进步与信息技术(比如计算机技术与网络技术等)的快速发展,人工智能技术变得日渐成熟,促进了人工智能在不同领域得到相关应用比如在太空、医疗、教育、物流、 ...",https://front-sci.com/journal/article?doi=10.12238/acair.v1i2.6438,57,2024-11-02 19:50:03
人工智能发展现状及应用,"Jan 29, 2020 — 第3次起伏从2006年开始，由辛顿提出了深度学习的概念，把神经网络往前推动了一大步，也把人工智能推到了高速发展阶段，尤其是近几年在非结构化领域取得了许多 ...",https://cloud.baidu.com/article/290569,58,2024-11-02 19:50:03
制造业人工智能8大应用场景！ - 西藏金葵花,制造业人工智能8大应用场景！ · 1、计算智能. 计算智能即机器具备超强的存储能力和超快的计算能力，可以基于海量数据进行深度学习，利用历史经验指导当前环境。 · 2、感知智能.,http://www.tgscap.com/xinwenzhongxin/448,59,2024-11-02 19:50:03
人工智能的发展与应用,"Feb 27, 2023 — 人工智能（ArtificialIntelligence,AI）是指计算机程序能够像人类一样思考、学习和推理的能力。随着科技的不断进步和计算能力的提高，人工智能逐渐进入 ...",https://cloud.tencent.com/developer/news/1014248,60,2024-11-02 19:50:03
